id,name,symbol,category,provided_by
CL:4030012,kidney loop of Henle short descending thin limb epithelial cell,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
CL:4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
CL:4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
CL:4030016,epithelial cell of early distal convoluted tubule,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
CL:4030017,epithelial cell of late distal convoluted tubule,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
CL:4030018,kidney connecting tubule principal cell,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
CL:4030020,kidney connecting tubule alpha-intercalated cell,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
CL:4030022,renal medullary fibroblast,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
CL:4033078,cycling mononuclear phagocyte,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
NCIT:descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
NCIT:peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,,biolink:Cell,https://purl.humanatlas.io/graph/hra-pop
HGNC:100,ASIC1,ASIC1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10001,RGS5,RGS5,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10002,RGS6,RGS6,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10003,RGS7,RGS7,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10006,RHAG,RHAG,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1001,BCL6,BCL6,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10011,RHEB,RHEB,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1002,BCL6B,BCL6B,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10020,RIPK2,RIPK2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10021,RIPK3,RIPK3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10025,RLF,RLF,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10037,RN7SK,RN7SK,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10038,RN7SL1,RN7SL1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10039,RN7SL4P,RN7SL4P,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1004,BCL7A,BCL7A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10040,RN7SL5P,RN7SL5P,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10044,RNASE1,RNASE1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10047,RNASE4,RNASE4,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10048,RNASE6,RNASE6,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10055,RNF10,RNF10,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10056,RNF11,RNF11,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10057,RNF13,RNF13,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10059,TRIM38,TRIM38,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1006,BCL7C,BCL7C,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10061,RNF2,RNF2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10062,RNF20,RNF20,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10067,RNF4,RNF4,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10070,RNF7,RNF7,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10071,RNF8,RNF8,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10073,RNGTT,RNGTT,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10074,RNH1,RNH1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10078,RNPEP,RNPEP,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10080,RNPS1,RNPS1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10193,RNU4-2,RNU4-2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1022,BCYRN1,BCYRN1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10224,SNORA67,SNORA67,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10249,ROBO1,ROBO1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10250,ROBO2,ROBO2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10251,ROCK1,ROCK1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10252,ROCK2,ROCK2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10253,PTBP3,PTBP3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10256,ROR1,ROR1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10257,ROR2,ROR2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10258,RORA,RORA,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10259,RORB,RORB,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10260,RORC,RORC,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10263,RP1,RP1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10289,RPA1,RPA1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10291,RPA3,RPA3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10296,RPH3AL,RPH3AL,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10298,RPL10,RPL10,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10299,RPL10A,RPL10A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:103,CNNM2,CNNM2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1030,BDKRB2,BDKRB2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10301,RPL11,RPL11,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10302,RPL12,RPL12,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10303,RPL13,RPL13,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10304,RPL13A,RPL13A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10305,RPL14,RPL14,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10306,RPL15,RPL15,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10307,RPL17,RPL17,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10310,RPL18,RPL18,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10311,RPL18A,RPL18A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10312,RPL19,RPL19,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10313,RPL21,RPL21,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10314,RPL21P1,RPL21P1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10315,RPL22,RPL22,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10316,RPL23,RPL23,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10317,RPL23A,RPL23A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10319,RPL23AP2,RPL23AP2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10325,RPL24,RPL24,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10327,RPL26,RPL26,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10328,RPL27,RPL27,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10329,RPL27A,RPL27A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10330,RPL28,RPL28,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10331,RPL29,RPL29,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10332,RPL3,RPL3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10333,RPL30,RPL30,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10334,RPL31,RPL31,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10336,RPL32,RPL32,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1034,BECN1,BECN1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10340,RPL34,RPL34,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10344,RPL35,RPL35,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10345,RPL35A,RPL35A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10346,RPL36AL,RPL36AL,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10347,RPL37,RPL37,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10348,RPL37A,RPL37A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10349,RPL38,RPL38,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10350,RPL39,RPL39,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10352,RPL3P1,RPL3P1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10353,RPL4,RPL4,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10354,RPL41,RPL41,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10356,RPL41P1,RPL41P1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10357,RPL41P2,RPL41P2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10359,RPL36A,RPL36A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1036,BEX1,BEX1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10360,RPL5,RPL5,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10361,RPL5P1,RPL5P1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10362,RPL6,RPL6,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10363,RPL7,RPL7,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10364,RPL7A,RPL7A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10367,RPL7P1,RPL7P1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10368,RPL8,RPL8,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10369,RPL9,RPL9,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10371,RPLP0,RPLP0,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10372,RPLP1,RPLP1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10377,RPLP2,RPLP2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10379,MRPL3,MRPL3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10380,MRPS12,MRPS12,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10382,RPN2,RPN2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10383,RPS10,RPS10,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10384,RPS11,RPS11,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10385,RPS12,RPS12,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10386,RPS13,RPS13,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10387,RPS14,RPS14,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10388,RPS15,RPS15,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10389,RPS15A,RPS15A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10396,RPS16,RPS16,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10397,RPS17,RPS17,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10398,RPS17P2,RPS17P2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10401,RPS18,RPS18,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10402,RPS19,RPS19,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10404,RPS2,RPS2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10405,RPS20,RPS20,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10409,RPS21,RPS21,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10410,RPS23,RPS23,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10411,RPS24,RPS24,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10413,RPS25,RPS25,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10414,RPS26,RPS26,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10416,RPS27,RPS27,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10417,RPS27A,RPS27A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10418,RPS28,RPS28,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10419,RPS29,RPS29,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10420,RPS3,RPS3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10421,RPS3A,RPS3A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10424,RPS4X,RPS4X,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10425,RPS4Y1,RPS4Y1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10426,RPS5,RPS5,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10429,RPS6,RPS6,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10430,RPS6KA1,RPS6KA1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10431,RPS6KA2,RPS6KA2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10432,RPS6KA3,RPS6KA3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10434,RPS6KA5,RPS6KA5,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10437,RPS6KB2,RPS6KB2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10439,RPS6KC1,RPS6KC1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1044,BGN,BGN,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10440,RPS7,RPS7,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10441,RPS8,RPS8,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10442,RPS9,RPS9,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10445,CNOT9,CNOT9,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10446,RRAD,RRAD,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10447,RRAS,RRAS,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10448,RRBP1,RRBP1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10449,RREB1,RREB1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10452,RRM2,RRM2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1046,BHLHE40,BHLHE40,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10466,RTKN,RTKN,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10467,RTN1,RTN1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10468,RTN2,RTN2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10469,RTN3,RTN3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1047,BHMT,BHMT,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10471,RUNX1,RUNX1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10472,RUNX2,RUNX2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10473,RUNX3,RUNX3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10475,RUVBL2,RUVBL2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10477,RXRA,RXRA,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1048,BHMT2,BHMT2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10483,RYR1,RYR1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10484,RYR2,RYR2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10485,RYR3,RYR3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10486,S100A1,S100A1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10487,S100A10,S100A10,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10488,S100A11,S100A11,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10489,S100A12,S100A12,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1049,BICD1,BICD1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10490,S100A13,S100A13,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10492,S100A2,S100A2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10494,S100A4,S100A4,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10496,S100A6,S100A6,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10498,S100A8,S100A8,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10499,S100A9,S100A9,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:105,CNNM4,CNNM4,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1050,BID,BID,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10500,S100B,S100B,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10504,S100P,S100P,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10514,SAA2,SAA2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10518,VPS52,VPS52,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10519,SACS,SACS,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1052,BIN1,BIN1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10520,SAFB,SAFB,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10522,ACSM3,ACSM3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10524,SALL1,SALL1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10527,SALL3,SALL3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10528,SAMSN1,SAMSN1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1053,BIN2,BIN2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10530,SAP18,SAP18,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10534,SAR1A,SAR1A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10538,SART1,SART1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1054,BIN3,BIN3,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10540,SAT1,SAT1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10542,SBF1,SBF1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10545,MSMO1,MSMO1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10548,ATXN1,ATXN1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10549,ATXN10,ATXN10,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1055,BLCAP,BLCAP,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10555,ATXN2,ATXN2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10563,SCAMP1,SCAMP1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10566,SCAND1,SCAND1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1057,BLK,BLK,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10570,SERPINB4,SERPINB4,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10571,SCD,SCD,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10576,CLEC11A,CLEC11A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10583,SCN11A,SCN11A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10586,SCN1B,SCN1B,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10588,SCN2A,SCN2A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1059,BLMH,BLMH,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10590,SCN3A,SCN3A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10592,SCN4B,SCN4B,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10594,SCN7A,SCN7A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10597,SCN9A,SCN9A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10599,SCNN1A,SCNN1A,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:1060,CXCR5,CXCR5,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10600,SCNN1B,SCNN1B,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10602,SCNN1G,SCNN1G,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10603,SCO1,SCO1,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10606,SCP2,SCP2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10607,SCT,SCT,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10608,SCTR,SCTR,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10612,CCL14,CCL14,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10615,CCL17,CCL17,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10617,CCL19,CCL19,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10618,CCL2,CCL2,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
HGNC:10619,CCL20,CCL20,biolink:Gene,https://purl.humanatlas.io/graph/hra-pop
