id,name,symbol,category,provided_by
HGNC:12692,VIM,VIM,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:130,ACTA2,ACTA2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:13394,NPHS2,NPHS2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1346,C7,C7,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:13517,CLIC5,CLIC5,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:13635,PLVAP,PLVAP,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1373,CA2,CA2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1434,CALB1,CALB1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1437,CALCA,CALCA,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:14430,SLC13A3,SLC13A3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:14467,SLC26A7,SLC26A7,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:14881,ZEB2,ZEB2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1514,CASR,CASR,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:15472,ALDH1A2,ALDH1A2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:15710,LDB3,LDB3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:15846,PALMD,PALMD,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:15979,TP63,TP63,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:16041,EMCN,EMCN,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:16067,MYOCD,MYOCD,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:16112,TLDC2,TLDC2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1628,CD14,CD14,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1631,CD163,CD163,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1636,CD1C,CD1C,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1638,CD1E,CD1E,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:16438,SLC4A11,SLC4A11,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1673,CD3D,CD3D,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1675,CD3G,CD3G,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1677,CD247,CD247,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:16892,CD96,CD96,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:16953,POSTN,POSTN,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1698,CD79A,CD79A,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1748,CDH1,CDH1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1764,CDH5,CDH5,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:17732,SYNPO2,SYNPO2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:17995,TRPM6,TRPM6,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:18122,SOX17,SOX17,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:18210,MOGAT1,MOGAT1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:18266,ATP6V0D2,ATP6V0D2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:18508,FCRL5,FCRL5,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:18688,CRB2,CRB2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:1975,VSX2,VSX2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2026,CLCNKA,CLCNKA,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2032,CLDN1,CLDN1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2037,CLDN16,CLDN16,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:20391,SULF1,SULF1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2045,CLDN3,CLDN3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:20862,SLC39A8,SLC39A8,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:21411,AIFM2,AIFM2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2155,CNN1,CNN1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:21637,SATB2,SATB2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2193,COL16A1,COL16A1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2197,COL1A1,COL1A1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2198,COL1A2,COL1A2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2209,COL5A1,COL5A1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:222,ADAMTS6,ADAMTS6,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2298,CPA3,CPA3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2303,CPE,CPE,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:23091,SLC5A11,SLC5A11,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:23319,NTNG1,NTNG1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:234,ADCY3,ADCY3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:23616,SLC35F3,SLC35F3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2389,CRYAB,CRYAB,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:24039,CLMP,CLMP,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2435,CSF2RA,CSF2RA,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2439,CSF3R,CSF3R,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2548,CUBN,CUBN,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:26183,MCTP1,MCTP1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:26270,PIEZO2,PIEZO2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:26295,CCDC102B,CCDC102B,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:26705,CLEC9A,CLEC9A,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2705,DCN,DCN,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:27220,TMEM213,TMEM213,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2731,DDR2,DDR2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:277,ADRA1A,ADRA1A,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:28524,SLC44A5,SLC44A5,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:28750,SLC5A12,SLC5A12,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:2959,DNASE1L3,DNASE1L3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:29853,HECW2,HECW2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:30125,MZB1,MZB1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:3145,TRPV5,TRPV5,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:32017,ACSM2A,ACSM2A,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:3244,EHD3,EHD3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:33705,TMEM207,TMEM207,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:3609,FCER1A,FCER1A,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:3619,FCGR3A,FCGR3A,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:3620,FCGR3B,FCGR3B,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:3763,FLT1,FLT1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:3765,FLT3,FLT3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:3802,FOXD1,FOXD1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4028,FXYD4,FXYD4,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:417,ALDOB,ALDOB,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4172,GATA3,GATA3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4175,GATM,GATM,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4414,GNLY,GNLY,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4460,GPM6A,GPM6A,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4554,GPX2,GPX2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4708,GZMA,GZMA,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4883,CFH,CFH,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4942,HLA-DQA1,HLA-DQA1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4947,HLA-DRA,HLA-DRA,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:4948,HLA-DRB1,HLA-DRB1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:5209,HSD11B2,HSD11B2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:5318,TNC,TNC,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:5360,ID1,ID1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:5713,JCHAIN,JCHAIN,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:5716,IGKC,IGKC,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6012,IL3RA,IL3RA,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6024,IL7R,IL7R,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6093,INSRR,INSRR,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6106,FOXP3,FOXP3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:613,APOE,APOE,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6144,ITGA8,ITGA8,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6152,ITGAX,ITGAX,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6188,JAG1,JAG1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6277,KCNK2,KCNK2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:633,AQP1,AQP1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:634,AQP2,AQP2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6342,KIT,KIT,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:636,AQP3,AQP3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:639,AQP6,AQP6,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6442,KRT5,KRT5,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6446,KRT8,KRT8,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6694,LRP2,LRP2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6724,LUM,LUM,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:6934,MCAM,MCAM,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7178,MMRN1,MMRN1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7228,MRC1,MRC1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7315,MS4A1,MS4A1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7316,MS4A2,MS4A2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7376,MSR1,MSR1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7569,MYH11,MYH11,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7656,NCAM1,NCAM1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7830,NKG7,NKG7,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7872,NOS1,NOS1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7908,NPHS1,NPHS1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:7976,NR2F2,NR2F2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:799,ATP1A1,ATP1A1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:8031,NTRK1,NTRK1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:8033,NTRK3,NTRK3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:8076,NXPH2,NXPH2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:8804,PDGFRB,PDGFRB,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:8818,SLC26A4,SLC26A4,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:8823,PECAM1,PECAM1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:8951,SERPINE2,SERPINE2,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:9051,PLAT,PLAT,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:9171,PODXL,PODXL,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:9453,PRODH,PRODH,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:9459,PROX1,PROX1,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:9666,PTPRC,PTPRC,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:9679,PTPRQ,PTPRQ,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:9845,RAMP3,RAMP3,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:9858,RAP1GAP,RAP1GAP,biolink:Gene,https://purl.humanatlas.io/collection/hra
HGNC:9958,REN,REN,biolink:Gene,https://purl.humanatlas.io/collection/hra
CL:0000057,fibroblast,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000071,blood vessel endothelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000084,T cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000097,mast cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000115,endothelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000236,B cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000359,vascular associated smooth muscle cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000576,monocyte,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000623,natural killer cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000648,kidney granular cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000653,podocyte,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000738,leukocyte,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000775,neutrophil,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000786,plasma cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000814,mature NK T cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000815,regulatory T cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000875,non-classical monocyte,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000910,cytotoxic T cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0000990,conventional dendritic cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0001056,"dendritic cell, human",,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0001058,"plasmacytoid dendritic cell, human",,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0002138,endothelial cell of lymphatic vessel,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0002144,capillary endothelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0002201,renal beta-intercalated cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0002306,epithelial cell of proximal tubule,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:0019018,blood vessel smooth muscle cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000412,endothelial cell of arteriole,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000452,parietal epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000454,kidney collecting duct epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000597,papillary tips cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000691,kidney interstitial myofibroblast,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000692,kidney interstitial fibroblast,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000695,kidney interstitial alternatively activated macrophage,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000714,kidney cortex collecting duct principal cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000715,kidney cortex collecting duct intercalated cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000716,kidney outer medulla collecting duct principal cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000717,kidney outer medulla collecting duct intercalated cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000718,kidney inner medulla collecting duct principal cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000742,glomerular mesangial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000768,kidney connecting tubule epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000849,kidney distal convoluted tubule epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1000850,macula densa epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001005,glomerular capillary endothelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001033,peritubular capillary endothelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001096,kidney afferent arteriole endothelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001099,kidney efferent arteriole endothelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001107,kidney loop of Henle thin ascending limb epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001111,kidney loop of Henle thin descending limb epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001131,vasa recta ascending limb cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001285,vasa recta descending limb cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001318,renal interstitial pericyte,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001431,kidney collecting duct principal cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:1001432,kidney collecting duct intercalated cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030009,epithelial cell of proximal tubule segment 1,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030010,epithelial cell of proximal tubule segment 2,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030011,epithelial cell of proximal tubule segment 3,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030012,kidney loop of Henle short descending thin limb epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030015,kidney collecting duct alpha-intercalated cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030016,epithelial cell of early distal convoluted tubule,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030017,epithelial cell of late distal convoluted tubule,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030018,kidney connecting tubule principal cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030019,kidney connecting tubule intercalated cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030020,kidney connecting tubule alpha-intercalated cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030021,kidney connecting tubule beta-intercalated cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
CL:4030022,renal medullary fibroblast,,biolink:Cell,https://purl.humanatlas.io/collection/hra
UBERON:0000074,renal glomerulus,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0000362,renal medulla,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001225,cortex of kidney,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001228,renal papilla,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001229,renal corpuscle,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001231,nephron tubule,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001232,collecting duct of renal tubule,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001284,renal column,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001285,nephron,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001289,descending limb of loop of Henle,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001290,proximal straight tubule,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001291,thick ascending limb of loop of Henle,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001292,distal convoluted tubule,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001294,inner medulla of kidney,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0001986,endothelium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0002015,kidney capsule,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0002042,lymphatic vessel endothelium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0002113,kidney,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0002189,outer cortex of kidney,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0002303,juxtaglomerular apparatus,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0002319,mesangium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0002320,glomerular mesangium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0002335,macula densa,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0003517,kidney blood vessel,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0003527,kidney capillary,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004100,renal collecting system,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004134,proximal tubule,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004188,glomerular epithelium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
